RegionName,City_State,Price
45238,Cincinnati (OH),211677.10760544983
77081,Houston (TX),246454.4174028573
95678,Roseville (CA),541819.4210598258
92410,San Bernardino (CA),429044.7016628677
95822,Sacramento (CA),444693.2452452409
90033,Los Angeles (CA),674674.9678737229
98501,Olympia (WA),544985.1413923618
95610,Citrus Heights (CA),514672.27272497787
92069,San Marcos (CA),925965.0938183088
85719,Tucson (AZ),354527.22527828394
92395,Victorville (CA),411298.7969460115
11413,New York (NY),676942.40930058
89436,Sparks (NV),555430.5527490205
91352,Los Angeles (CA),818328.0380038948
32725,Deltona (FL),308327.8483650708
73072,Norman (OK),305557.9504843513
78258,San Antonio (TX),503381.9039056352
29607,Greenville (SC),364977.68535708543
80123,Denver (CO),617230.3422992603
90027,Los Angeles (CA),1832210.9911140725
2740,New Bedford (MA),390597.8951350357
19145,Philadelphia (PA),247797.7844313446
85746,Tucson (AZ),291261.4859738329
78201,San Antonio (TX),194884.61003195823
30132,Dallas (GA),379060.0057200975
28213,Charlotte (NC),332478.8834970072
91790,West Covina (CA),827334.1535784532
20910,Silver Spring (MD),694044.7465005515
48235,Detroit (MI),92836.45174390894
93292,Visalia (CA),381676.455361272
93455,Santa Maria (CA),683930.7099754168
8817,Edison (NJ),497252.83427796327
77493,Katy (TX),357081.7396165072
78227,San Antonio (TX),178720.32166714955
76017,Arlington (TX),328306.55067239
30606,Athens (GA),356754.2777211754
85323,Avondale (AZ),398807.60812390834
20001,Washington (DC),688740.4776775033
78741,Austin (TX),411476.1094820236
34293,Venice (FL),428318.8828751742
2128,Boston (MA),642736.0697595446
98118,Seattle (WA),767826.362123709
92109,San Diego (CA),1535967.9684551414
33436,Boynton Beach (FL),438574.83659086033
37918,Knoxville (TN),323550.745168342
19131,Philadelphia (PA),146266.7736956397
78759,Austin (TX),707545.9051860605
90032,Los Angeles (CA),827172.8690612429
77080,Houston (TX),353541.8347878869
10040,New York (NY),491759.0343720053
38109,Memphis (TN),92939.92158490684
10305,New York (NY),664001.838498164
80537,Loveland (CO),503772.7654773658
28273,Charlotte (NC),376739.1260942656
85713,Tucson (AZ),243829.88997508484
28262,Charlotte (NC),359272.12487931846
60659,Chicago (IL),311489.921494911
93010,Camarillo (CA),907801.9411020709
89506,Reno (NV),444495.5521840095
30067,Marietta (GA),422551.9995002676
30506,Gainesville (GA),437156.6344929661
93611,Clovis (CA),489320.2230292794
92555,Moreno Valley (CA),611817.1062994126
48188,Canton (MI),390129.7200525729
43207,Columbus (OH),197062.38841906088
28306,Fayetteville (NC),255451.6842048252
55104,Saint Paul (MN),303282.6640137382
28212,Charlotte (NC),323589.45275234216
10019,New York (NY),1171272.6653992971
11365,New York (NY),956328.8736681133
98125,Seattle (WA),846464.5199638084
80501,Longmont (CO),510664.9896256465
19139,Philadelphia (PA),120404.09042642226
77060,Houston (TX),205955.8664124544
55119,Saint Paul (MN),292763.2358581798
32907,Palm Bay (FL),317354.77070820326
38128,Memphis (TN),147248.40716807256
48104,Ann Arbor (MI),547696.8774589008
7202,Elizabeth (NJ),467155.1107756868
78230,San Antonio (TX),372401.5887357092
75034,Frisco (TX),704860.6236028104
95403,Santa Rosa (CA),750360.2755159818
30152,Kennesaw (GA),478395.1073747193
89015,Henderson (NV),405854.1004335524
90242,Downey (CA),808199.587626482
33020,Hollywood (FL),398892.461060662
49009,Kalamazoo (MI),360030.1519285574
93454,Santa Maria (CA),589384.7870802548
10028,New York (NY),1362684.1900032118
75050,Grand Prairie (TX),282380.6758936244
55117,Saint Paul (MN),285138.17173918034
60564,Naperville (IL),640057.277963035
80526,Fort Collins (CO),546323.6177725011
93702,Fresno (CA),250538.194774338
2909,Providence (RI),346902.18161733664
40509,Lexington (KY),368826.9985747062
34983,Port Saint Lucie (FL),373236.9323373928
72762,Springdale (AR),352350.2653634237
32137,Palm Coast (FL),400980.99412732833
98204,Everett (WA),554593.2917017872
21229,Baltimore (MD),169018.464164293
97080,Gresham (OR),515810.8707848228
77057,Houston (TX),286132.8631598069
97006,Beaverton (OR),547593.4281770252
95210,Stockton (CA),407300.77184012486
92019,El Cajon (CA),892217.2309460215
90025,Los Angeles (CA),1144447.6861450195
75013,Allen (TX),700434.4397754973
91320,Thousand Oaks (CA),1011607.897082307
89502,Reno (NV),415213.7186952333
97219,Portland (OR),635212.7421285856
30034,Decatur (GA),265239.5295283562
30076,Roswell (GA),580334.8793389956
36116,Montgomery (AL),135396.04367631694
43224,Columbus (OH),194380.0468224059
2135,Boston (MA),561963.9368779488
78233,San Antonio (TX),246996.30964272565
91367,Los Angeles (CA),1152875.0511994325
93726,Fresno (CA),325068.70773803693
10304,New York (NY),642716.3812151187
90043,Los Angeles (CA),894038.9764341475
75024,Plano (TX),677261.6185154143
94582,San Ramon (CA),1909835.6190180944
89101,Las Vegas (NV),310981.873100158
40299,Louisville (KY),313835.0567862019
33155,Miami (FL),703122.3422124059
94403,San Mateo (CA),1809877.0533905905
93534,Lancaster (CA),423461.5196685509
43204,Columbus (OH),197544.8514196831
90241,Downey (CA),907581.4650243664
21702,Frederick (MD),446736.7277112457
99205,Spokane (WA),324062.80368943675
45231,Cincinnati (OH),204680.56031997452
60540,Naperville (IL),581222.2483205829
48310,Sterling Heights (MI),305974.4657778298
94804,Richmond (CA),623395.3009236249
89139,Las Vegas (NV),461793.3354717277
29203,Columbia (SC),130859.92954562504
97230,Portland (OR),457091.06952453946
11357,New York (NY),962607.465490926
73034,Edmond (OK),407459.3277274585
32940,Melbourne (FL),501970.8950958588
29621,Anderson (SC),297245.3211677382
20164,Sterling (VA),569456.1812043281
92506,Riverside (CA),699746.945703548
75220,Dallas (TX),474333.8421231876
35405,Tuscaloosa (AL),237987.55361049448
90016,Los Angeles (CA),976025.2094121268
48307,Rochester Hills (MI),394613.3888168161
30045,Lawrenceville (GA),403368.211349068
95831,Sacramento (CA),631576.1402696142
77055,Houston (TX),575786.438230026
38134,Memphis (TN),231682.4070509471
95209,Stockton (CA),505129.6885510138
90503,Torrance (CA),1292834.0443953709
34609,Spring Hill (FL),335123.7069637883
33029,Pembroke Pines (FL),721684.0791728509
48219,Detroit (MI),86278.45509265778
33169,Miami Gardens (FL),463696.49752527016
23608,Newport News (VA),289244.4761971151
63116,Saint Louis (MO),171535.2762351271
95380,Turlock (CA),440955.965351626
92101,San Diego (CA),808374.9093809831
40216,Louisville (KY),184455.78012461012
10034,New York (NY),428725.9145334128
95407,Santa Rosa (CA),644523.593633861
95337,Manteca (CA),672637.1288370871
30134,Douglasville (GA),296669.612471778
43235,Columbus (OH),366421.1477291652
96003,Redding (CA),406307.3453060404
60660,Chicago (IL),256888.1691666917
20170,Herndon (VA),673150.3710200293
77075,Houston (TX),259817.2324201516
44102,Cleveland (OH),123489.39251511908
27615,Raleigh (NC),537177.3369909384
21044,Columbia (MD),527640.6968461123
11421,New York (NY),689239.8493277471
97202,Portland (OR),636535.6609980073
34655,New Port Richey (FL),414894.62335306086
77074,Houston (TX),224868.2703512564
97302,Salem (OR),457406.8262291767
94116,San Francisco (CA),1475478.3768036729
99504,Anchorage (AK),323580.74988673883
85205,Mesa (AZ),413314.4222789093
21042,Ellicott City (MD),781970.3980879235
84401,Ogden (UT),433097.6388884722
77042,Houston (TX),280273.5220954634
32224,Jacksonville (FL),483423.0882505072
90024,Los Angeles (CA),1381615.8351012643
72756,Rogers (AR),314640.23091325763
99206,Spokane Valley (WA),415281.6940129755
11217,New York (NY),1356678.1257041364
60652,Chicago (IL),244588.53585099403
95404,Santa Rosa (CA),849446.1338993242
72401,Jonesboro (AR),178614.04086803304
15237,Pittsburgh (PA),346282.5092978498
77389,Spring (TX),484189.3789022402
14215,Buffalo (NY),123474.87637648488
53218,Milwaukee (WI),151513.07805370374
92102,San Diego (CA),757731.5099833874
92308,Apple Valley (CA),404902.5057864623
74014,Broken Arrow (OK),287483.6616345124
10801,New Rochelle (NY),706640.2214432843
89149,Las Vegas (NV),484717.0433972325
95050,Santa Clara (CA),1617607.1180601595
20109,Manassas (VA),428546.23708274
91311,Los Angeles (CA),956591.744723474
60610,Chicago (IL),341257.6628961949
27502,Apex (NC),580935.766362393
90007,Los Angeles (CA),994428.4291279236
94117,San Francisco (CA),1468104.7513057368
73012,Edmond (OK),327190.9256614408
92545,Hemet (CA),445057.9746772693
98036,Lynnwood (WA),851344.6125906873
80524,Fort Collins (CO),600505.8013289239
77339,Houston (TX),301229.39112077147
98031,Kent (WA),667348.5617973263
90806,Long Beach (CA),776928.803917996
91360,Thousand Oaks (CA),1013713.0929522464
90815,Long Beach (CA),1026700.9260470546
98058,Renton (WA),749384.5500993867
90501,Torrance (CA),985756.7614388564
94566,Pleasanton (CA),1897165.5699816577
73071,Norman (OK),214291.8347794613
92867,Orange (CA),1184660.1663543296
93552,Palmdale (CA),500844.8882681397
72758,Rogers (AR),400603.5097811794
95205,Stockton (CA),335652.1495370573
33010,Hialeah (FL),508127.8168508545
33914,Cape Coral (FL),489728.8023838336
11249,New York (NY),1205215.341420309
94118,San Francisco (CA),1928570.1517755147
94521,Concord (CA),868917.4243335548
90605,Whittier (CA),780378.0621108217
30046,Lawrenceville (GA),351565.2258093173
85711,Tucson (AZ),289996.2923703186
11412,New York (NY),664747.6842538683
33433,Boca Raton (FL),482456.6230781744
52404,Cedar Rapids (IA),177025.64025176622
97030,Gresham (OR),439012.0067193949
89431,Sparks (NV),387572.2113758228
37920,Knoxville (TN),305921.13484714925
11367,New York (NY),513632.15764962486
40229,Louisville (KY),227273.3742932379
32073,Orange Park (FL),314120.7361218084
32257,Jacksonville (FL),360081.984551454
27613,Raleigh (NC),589362.7078725876
33428,Boca Raton (FL),503763.38553993794
10455,New York (NY),389658.2738542464
78221,San Antonio (TX),184225.6367297403
98122,Seattle (WA),861267.9083929228
37115,Nashville (TN),331964.6038705514
37221,Nashville (TN),493885.3329068571
92802,Anaheim (CA),894524.8318537209
91401,Los Angeles (CA),1141633.3752865798
34208,Bradenton (FL),358280.26124619954
34952,Port Saint Lucie (FL),335382.2529387067
85202,Mesa (AZ),404054.96322232654
29412,Charleston (SC),576940.8673276149
60193,Schaumburg (IL),334613.1398506142
78216,San Antonio (TX),303613.24451778125
94531,Antioch (CA),702345.8070708589
17055,Mechanicsburg (PA),336286.3288742747
32092,Saint Augustine (FL),494241.95145734586
92591,Temecula (CA),743670.3548236648
14224,Buffalo (NY),265761.48168802523
7107,Newark (NJ),472254.2442293917
95132,San Jose (CA),1662244.000481236
28208,Charlotte (NC),294308.30105662515
94583,San Ramon (CA),1557793.056953939
27292,Lexington (NC),233186.7767744437
85255,Scottsdale (AZ),1237205.4786566517
30038,Lithonia (GA),275601.774573886
28214,Charlotte (NC),339968.9292931889
44111,Cleveland (OH),149628.4167315155
38116,Memphis (TN),159067.998257074
94121,San Francisco (CA),1625982.7366019385
73170,Oklahoma City (OK),281190.00724546047
60615,Chicago (IL),237405.6721192728
23602,Newport News (VA),296616.49340285634
76108,Fort Worth (TX),295030.3785684279
29414,Charleston (SC),452095.228322072
91606,Los Angeles (CA),897870.4134381594
23225,Richmond (VA),358526.49729004246
98032,Kent (WA),547079.5291602385
91387,Santa Clarita (CA),814980.385283784
33579,Riverview (FL),418058.95489267394
32811,Orlando (FL),223848.25269407907
77007,Houston (TX),529748.1382741624
30060,Marietta (GA),349228.9218160016
85382,Peoria (AZ),467969.4283005572
52402,Cedar Rapids (IA),192075.6252807919
98503,Lacey (WA),474108.7409548261
98087,Lynnwood (WA),761074.6744346652
30605,Athens (GA),309793.25501553825
21045,Columbia (MD),473890.0622425521
92307,Apple Valley (CA),442662.86800652166
32514,Pensacola (FL),264643.17505937937
89183,Las Vegas (NV),417548.0589857552
2130,Boston (MA),780532.3395074817
78209,San Antonio (TX),489106.8984306715
30102,Acworth (GA),390918.09555540007
10021,New York (NY),1298172.3546462718
23059,Glen Allen (VA),608062.8717053692
91350,Santa Clarita (CA),828628.6445494815
90810,Long Beach (CA),696327.8305403941
76112,Fort Worth (TX),255513.8752614739
95621,Citrus Heights (CA),461540.3348974691
17403,York (PA),233577.79818367437
23451,Virginia Beach (VA),623468.430290768
70003,Metairie (LA),237510.2917141784
90604,Whittier (CA),820892.5648141713
48224,Detroit (MI),77602.92936387693
95838,Sacramento (CA),401730.73829545866
8820,Edison (NJ),744191.3645559534
89014,Henderson (NV),408738.4851460548
11222,New York (NY),1150184.845395352
80010,Aurora (CO),419050.42713125126
95120,San Jose (CA),2330621.3767588628
95129,San Jose (CA),2617196.7564758286
38127,Memphis (TN),89149.00533453915
7011,Clifton (NJ),521931.5725169031
30265,Newnan (GA),400093.63816214
29210,Columbia (SC),196590.7220578189
20175,Leesburg (VA),786703.5605460355
23224,Richmond (VA),231624.84091181064
85756,Tucson (AZ),311748.5320037941
98059,Renton (WA),960972.0442921716
19146,Philadelphia (PA),390378.1110745343
92806,Anaheim (CA),974057.0134780332
48221,Detroit (MI),136884.41604132156
98033,Kirkland (WA),1649416.4483052725
77065,Houston (TX),296906.8580899676
95835,Sacramento (CA),590221.3960080175
89104,Las Vegas (NV),360243.4919591324
33071,Coral Springs (FL),612235.5645523604
21701,Frederick (MD),441491.2235541127
37207,Nashville (TN),378339.4760548181
78244,San Antonio (TX),235419.7971146017
10705,Yonkers (NY),641793.0802189506
21401,Annapolis (MD),600348.3886964429
77024,Houston (TX),1184550.8469842833
29715,Fort Mill (SC),476512.5682263224
38111,Memphis (TN),137725.99652734544
1604,Worcester (MA),400705.6873665538
91739,Rancho Cucamonga (CA),956124.853269813
95833,Sacramento (CA),465557.68595303776
97478,Springfield (OR),425948.1503325593
91701,Rancho Cucamonga (CA),830330.2964311786
30005,Alpharetta (GA),768131.2239797278
11433,New York (NY),650492.0880342312
44109,Cleveland (OH),132107.87603203126
30078,Snellville (GA),379568.0060554864
85209,Mesa (AZ),455355.5276794243
93706,Fresno (CA),265758.6584167028
77090,Houston (TX),255991.86654223155
2136,Boston (MA),612339.0687555318
80920,Colorado Springs (CO),524924.007016539
79925,El Paso (TX),226175.7261212456
48227,Detroit (MI),64360.12919375821
29466,Mount Pleasant (SC),804293.6122449366
90045,Los Angeles (CA),1513009.457441179
75051,Grand Prairie (TX),260621.89287201007
32216,Jacksonville (FL),277226.1722394881
85374,Surprise (AZ),407625.7875044933
23669,Hampton (VA),274847.0416895955
11231,New York (NY),1511779.7629187717
90808,Long Beach (CA),1018373.8697410976
98026,Lynnwood (WA),860772.4806240578
94134,San Francisco (CA),1036502.5005028396
94588,Pleasanton (CA),1576289.4243852785
33322,Sunrise (FL),302642.04551615263
32935,Melbourne (FL),286796.85980327264
70001,Metairie (LA),277741.5381313728
77049,Houston (TX),252783.57059267265
95688,Vacaville (CA),680950.6657266564
77377,Tomball (TX),407963.14273680287
90301,Inglewood (CA),707384.7316206963
32526,Pensacola (FL),279959.272637087
85213,Mesa (AZ),558258.1802313465
21703,Frederick (MD),414007.44474965456
43615,Toledo (OH),163949.48428447582
10454,New York (NY),717464.1591675483
19147,Philadelphia (PA),453783.3725745836
78237,San Antonio (TX),140292.74579385176
48105,Ann Arbor (MI),534138.5084561756
91355,Santa Clarita (CA),809775.147228485
84088,West Jordan (UT),554553.185832779
76123,Fort Worth (TX),315522.1175461003
27295,Lexington (NC),270274.87822060863
17050,Mechanicsburg (PA),424374.7763390317
93711,Fresno (CA),505464.40583790623
80014,Aurora (CO),411936.09720861056
98004,Bellevue (WA),1939939.18557207
94520,Concord (CA),647812.2055505151
37922,Knoxville (TN),612572.4929388448
20032,Washington (DC),362841.0940259807
98006,Bellevue (WA),1642316.6438128415
11378,New York (NY),814957.6211753627
11379,New York (NY),851734.3995997125
33908,Fort Myers (FL),401335.9691333021
99508,Anchorage (AK),302748.10097820294
43110,Columbus (OH),310287.8242668787
29708,Fort Mill (SC),567567.1437051411
70605,Lake Charles (LA),265350.39699831954
92807,Anaheim (CA),1126107.2740575431
49504,Grand Rapids (MI),275981.7681397021
97236,Portland (OR),432293.7789098045
85210,Mesa (AZ),372403.8098135951
29209,Columbia (SC),221965.5438005334
77502,Pasadena (TX),216600.97619505983
85298,Gilbert (AZ),687352.5758773998
10301,New York (NY),674364.5650958078
91321,Santa Clarita (CA),699551.5733068762
60563,Naperville (IL),433175.54253186815
60504,Aurora (IL),320651.0265214949
75231,Dallas (TX),244876.06376452403
11105,New York (NY),1009711.7564844724
32807,Orlando (FL),325392.4090846704
22201,Arlington (VA),693082.7933257292
98001,Auburn (WA),635252.231721377
85251,Scottsdale (AZ),531099.3686863286
77063,Houston (TX),256232.177652796
30014,Covington (GA),305917.6056491391
33317,Plantation (FL),550384.2719811482
20817,Bethesda (MD),1258326.3754675847
90802,Long Beach (CA),517375.9889718895
89521,Reno (NV),669546.4914378483
93612,Clovis (CA),367979.2927181769
77066,Houston (TX),253521.11330705544
94621,Oakland (CA),505739.8094175621
55407,Minneapolis (MN),306992.5611544918
77034,Houston (TX),231667.95084047745
11364,New York (NY),620589.8981925083
33437,Boynton Beach (FL),465838.8538881976
53221,Milwaukee (WI),271363.9047652676
11106,New York (NY),587199.5836217753
33604,Tampa (FL),331345.0546541081
85297,Gilbert (AZ),603892.5670430158
93314,Bakersfield (CA),566967.527385664
32904,Melbourne (FL),407202.5670987941
37604,Johnson City (TN),267604.7808679237
33030,Homestead (FL),497475.5576522566
11358,New York (NY),1025467.201836511
6106,Hartford (CT),191653.9593689919
94578,San Leandro (CA),841231.7620653105
2139,Cambridge (MA),987464.0257781246
85745,Tucson (AZ),369457.5499301637
37076,Nashville (TN),401586.0481136972
32211,Jacksonville (FL),255715.95959791937
85260,Scottsdale (AZ),700382.8785369302
40291,Louisville (KY),285977.5697410077
77073,Houston (TX),245354.17945769403
29615,Greenville (SC),410089.3116731644
17404,York (PA),227784.8871205848
92394,Victorville (CA),427032.5082137816
2138,Cambridge (MA),1119668.0389314487
30328,Sandy Springs (GA),599158.6106439427
85730,Tucson (AZ),293071.8108036658
10026,New York (NY),828599.4782435241
20877,Gaithersburg (MD),469737.7211531584
38018,Memphis (TN),296555.05593752087
2908,Providence (RI),373399.43056981824
93012,Camarillo (CA),879725.492953668
90505,Torrance (CA),1408615.7411709074
85392,Avondale (AZ),426528.7779932552
75069,McKinney (TX),467119.40103835054
92054,Oceanside (CA),1122728.82705967
45211,Cincinnati (OH),190752.51376326257
92337,Fontana (CA),599411.5676304809
95401,Santa Rosa (CA),675708.473224761
95821,Arden-Arcade (CA),498321.8692731056
85233,Gilbert (AZ),539652.5012933152
80916,Colorado Springs (CO),360430.8503767999
60201,Evanston (IL),496744.7633368242
11418,New York (NY),691949.8127349532
40517,Lexington (KY),234802.90957452788
38115,Memphis (TN),169578.04785482286
75042,Garland (TX),295230.4935305107
18017,Bethlehem (PA),354340.01763604354
90804,Long Beach (CA),690007.8399265963
80909,Colorado Springs (CO),380202.2178642352
32065,Orange Park (FL),340341.94295360555
33613,Tampa (FL),347234.9350549905
27612,Raleigh (NC),574041.1310601908
19606,Reading (PA),272412.6992841644
20901,Silver Spring (MD),594357.3486879253
80003,Westminster (CO),551706.4579009103
85303,Glendale (AZ),388600.774765128
90012,Los Angeles (CA),625735.5576327008
78218,San Antonio (TX),217259.99015479148
75206,Dallas (TX),587194.6958181275
80031,Westminster (CO),537217.8959534806
95382,Turlock (CA),516376.6195116806
90036,Los Angeles (CA),1889294.2509141192
93705,Fresno (CA),311342.5106378897
10035,New York (NY),592226.7409446579
3103,Manchester (NH),388653.0407037085
94606,Oakland (CA),689434.4723479565
80249,Denver (CO),503123.8445932565
80017,Aurora (CO),448252.82758827385
92037,San Diego (CA),2325663.443265297
44134,Parma (OH),188657.1688494176
35401,Tuscaloosa (AL),153911.8912382899
33056,Miami Gardens (FL),465428.16964074
77489,Missouri City (TX),242619.8104448128
30350,Sandy Springs (GA),540684.993619394
89128,Las Vegas (NV),389165.03781957534
49507,Grand Rapids (MI),225334.9917836756
92831,Fullerton (CA),1022296.061382969
33139,Miami Beach (FL),481425.957040125
53703,Madison (WI),383473.3473778358
85302,Glendale (AZ),393580.1988623566
1852,Lowell (MA),444993.5712113438
40272,Louisville (KY),196247.72221210643
6513,New Haven (CT),259565.0310868509
90031,Los Angeles (CA),828468.0192214021
98117,Seattle (WA),1020035.698031308
19115,Philadelphia (PA),367189.8683719382
91362,Thousand Oaks (CA),1213078.8451131068
19136,Philadelphia (PA),231419.08983445467
30087,Stone Mountain (GA),362980.7975321745
77087,Houston (TX),197357.0635288501
36608,Mobile (AL),230619.3110775619
28226,Charlotte (NC),636610.4900557492
19128,Philadelphia (PA),347815.3448391951
68104,Omaha (NE),195760.6741325817
98662,Vancouver (WA),483049.7857870605
19805,Wilmington (DE),206336.81392534627
85203,Mesa (AZ),458045.52668591327
79915,El Paso (TX),161663.38746293887
10309,New York (NY),735902.7296850778
94590,Vallejo (CA),493133.35596009885
77009,Houston (TX),402871.1656556836
94061,Redwood City (CA),1935071.796362297
19808,Wilmington (DE),354242.32170689845
42104,Bowling Green (KY),313141.4024823376
94534,Fairfield (CA),735761.1021684004
76040,Fort Worth (TX),366267.2787672447
38118,Memphis (TN),123688.21201526084
29605,Greenville (SC),278083.5324065819
29150,Sumter (SC),161209.58689707043
75224,Dallas (TX),253712.0144135673
40515,Lexington (KY),352674.40394000715
19135,Philadelphia (PA),194006.0113471813
7103,Newark (NJ),371953.40735757817
20707,Laurel (MD),409276.0624967927
92508,Riverside (CA),760960.276437082
48154,Livonia (MI),319068.8981224547
80112,Centennial (CO),669469.5256441697
77382,Spring (TX),564845.4606693065
33183,Miami (FL),407820.6919290021
32207,Jacksonville (FL),284954.30223442434
77506,Pasadena (TX),175145.9414901211
86001,Flagstaff (AZ),674441.4812660156
49503,Grand Rapids (MI),270238.9298420044
89141,Las Vegas (NV),524074.8761628764
53204,Milwaukee (WI),137364.9868201205
40219,Louisville (KY),213212.6251444074
22033,Fairfax (VA),683864.4257345487
32506,Pensacola (FL),240480.7342185684
89523,Reno (NV),616560.8153770203
92841,Garden Grove (CA),970696.8544612244
60565,Naperville (IL),559338.7359362271
8618,Trenton (NJ),235206.3787578972
77381,Spring (TX),529394.4661646684
80906,Colorado Springs (CO),544678.548738543
53207,Milwaukee (WI),284547.94488238724
97477,Springfield (OR),388854.1950772136
60624,Chicago (IL),183610.30173194903
2920,Cranston (RI),412468.6445442199
78232,San Antonio (TX),391624.51220837416
92131,San Diego (CA),1537777.5099629292
80211,Denver (CO),758599.4707916403
8759,Toms River (NJ),284977.72607623105
22042,Falls Church (VA),717750.8851687951
80220,Denver (CO),714157.8301018188
80503,Longmont (CO),766786.968927445
80602,Thornton (CO),667363.6466590221
95820,Sacramento (CA),418219.4889212421
17402,York (PA),299614.459921708
94124,San Francisco (CA),920248.9041576888
92083,Vista (CA),787083.9636696981
91104,Pasadena (CA),1208412.4601107698
75248,Dallas (TX),613987.0916449734
23231,Henrico (VA),314047.49012584897
76001,Arlington (TX),359571.8888456866
11101,New York (NY),1005509.8555309796
80210,Denver (CO),843128.1979418624
97233,Portland (OR),399601.3860831854
89102,Las Vegas (NV),372473.8396928201
40245,Louisville (KY),456767.8016220716
84116,Salt Lake City (UT),447353.8319480387
94555,Fremont (CA),1584739.2828267794
86004,Flagstaff (AZ),615088.5517710486
85208,Mesa (AZ),390320.3749113315
94040,Mountain View (CA),2826180.270419106
20111,Manassas (VA),496408.8812670668
37601,Johnson City (TN),247631.1990306445
92058,Oceanside (CA),768746.4565608714
50317,Des Moines (IA),186889.12907628235
89084,North Las Vegas (NV),448322.22903897375
33442,Deerfield Beach (FL),228127.5775874896
50315,Des Moines (IA),190416.4671783303
77008,Houston (TX),596158.105466975
19121,Philadelphia (PA),187917.8924677572
73120,Oklahoma City (OK),244749.3351828075
48186,Westland (MI),188438.08522270297
85206,Mesa (AZ),397952.4533172627
98030,Kent (WA),637014.0378311345
91205,Glendale (CA),890772.0747305705
80521,Fort Collins (CO),530715.034230448
84403,Ogden (UT),437888.4043928431
29407,Charleston (SC),507234.3142927677
95121,San Jose (CA),1300147.0649354646
21060,Glen Burnie (MD),392294.43328163977
90020,Los Angeles (CA),729861.068640369
30315,Atlanta (GA),264401.89983040787
31405,Savannah (GA),336297.04605160054
7501,Paterson (NJ),390796.5571428616
92869,Orange (CA),1163505.6883239693
89012,Henderson (NV),514156.9056998149
77035,Houston (TX),275864.70835999795
76106,Fort Worth (TX),193236.84977059983
95825,Arden-Arcade (CA),417920.40342101705
78723,Austin (TX),538565.8967182607
33135,Miami (FL),516829.5308287566
99507,Anchorage (AK),374938.3058963471
11103,New York (NY),863211.1781392721
7106,Newark (NJ),425727.0794463531
95062,Santa Cruz (CA),1354871.7722179547
75075,Plano (TX),489675.6672972003
32810,Orlando (FL),318337.31239609345
77014,Houston (TX),259392.96608476792
33351,Sunrise (FL),393618.1056209856
91325,Los Angeles (CA),1048349.332578692
89002,Henderson (NV),458264.154663556
98056,Renton (WA),867867.7228293853
19154,Philadelphia (PA),306572.9765415984
89509,Reno (NV),646966.1369134977
37209,Nashville (TN),566698.399940202
95128,San Jose (CA),1510663.4723364974
18015,Bethlehem (PA),258576.21020994984
89107,Las Vegas (NV),348185.9991624266
98684,Vancouver (WA),488844.5296723352
77004,Houston (TX),380983.7202104538
97203,Portland (OR),467512.6354037912
64055,Independence (MO),216145.7418556069
95842,Sacramento (CA),433277.3269854618
92543,Hemet (CA),374282.084576499
2302,Brockton (MA),469249.0619958575
60202,Evanston (IL),350794.6427359297
22405,Fredericksburg (VA),444599.3140227418
2127,Boston (MA),857981.4134217509
93710,Fresno (CA),397039.6471847002
90621,Buena Park (CA),868323.3777896762
33905,Fort Myers (FL),335282.3114467075
23060,Glen Allen (VA),434008.1349168068
33460,Lake Worth Beach (FL),390457.5288225124
98513,Lacey (WA),495595.55209583306
61701,Bloomington (IL),157669.15091149858
80231,Denver (CO),465264.7828135523
70601,Lake Charles (LA),96139.60385281016
90049,Los Angeles (CA),2971499.179308741
32817,Orlando (FL),409100.6094662033
34203,Bradenton (FL),417663.2755782595
91752,Jurupa Valley (CA),801938.5904623341
91601,Los Angeles (CA),978782.5282017556
91326,Los Angeles (CA),1246023.7040242078
14225,Buffalo (NY),212580.4913540522
32084,Saint Augustine (FL),371735.49030044855
28304,Fayetteville (NC),194125.22735115327
92139,San Diego (CA),749203.1369034493
92551,Moreno Valley (CA),526621.3366817579
33435,Boynton Beach (FL),315976.9399894625
78260,San Antonio (TX),514515.0409443038
27609,Raleigh (NC),559421.3863986748
38301,Jackson (TN),130341.42289393568
80204,Denver (CO),570567.2365472344
95660,Sacramento (CA),397467.4646212997
92660,Newport Beach (CA),2968102.290619567
77520,Baytown (TX),174526.90569714448
22314,Alexandria (VA),831793.4674582143
28311,Fayetteville (NC),233587.49637672168
98203,Everett (WA),638576.9405751377
22031,Fairfax (VA),732712.356640468
78717,Austin (TX),611385.6085787034
34207,Bradenton (FL),244526.8871959757
90062,Los Angeles (CA),736287.5104794031
34608,Spring Hill (FL),304913.38480654085
68521,Lincoln (NE),274485.39181962016
10022,New York (NY),1053859.6498910289
78210,San Antonio (TX),182318.601355854
94063,Redwood City (CA),1280549.3544670157
55406,Minneapolis (MN),331833.73518483684
96002,Redding (CA),374653.9183498023
60611,Chicago (IL),321723.5874978672
48312,Sterling Heights (MI),280906.93011004204
91722,Covina (CA),748594.8240803942
33990,Cape Coral (FL),375676.77852215787
80228,Lakewood (CO),660489.5581886441
30008,Marietta (GA),341217.312172175
28270,Charlotte (NC),640971.8347317218
60653,Chicago (IL),310628.957359814
80227,Lakewood (CO),559141.3633642633
94401,San Mateo (CA),1193372.6659212715
32209,Jacksonville (FL),120378.0178892892
40511,Lexington (KY),285776.155757582
94114,San Francisco (CA),1690938.3115390865
44105,Cleveland (OH),61870.48211765321
23229,Henrico (VA),480857.2531520943
